"","Value","Std.Error","DF","t.value","pval","scfa_var","Var","Strain","adj.pval","Class"
"Tauroursodeoxycholic Acid.Blautia.hominis.St_Abundance",-1.92675350814608,2.47656788739639,43,-0.777993414980306,0.440832809067899,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.hominis",0.565793562497122,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.marasmi.St_Abundance",-1.96583045341406,2.52372834937921,43,-0.778939006608068,0.440281487054196,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.marasmi",0.565473347590374,"Secondary BA"
"Tauroursodeoxycholic Acid.Blautia.sp..MP87F8_2.St_Abundance",14.3966392241036,5.735680275431,43,2.51001424988282,0.015916305043866,"Tauroursodeoxycholic Acid","St_Abundance","Blautia.sp..MP87F8_2",0.0409658559592422,"Secondary BA"
"Tauroursodeoxycholic Acid.Lactobacillus.paracasei.St_Abundance",-2.25765785120839,2.26157296805544,43,-0.998268852297784,0.323733734816512,"Tauroursodeoxycholic Acid","St_Abundance","Lactobacillus.paracasei",0.449354219191826,"Secondary BA"
"Tauroursodeoxycholic Acid.Klebsiella.michiganensis.St_Abundance",-0.126075607027759,0.560678542190213,43,-0.22486255053611,0.823151386434094,"Tauroursodeoxycholic Acid","St_Abundance","Klebsiella.michiganensis",0.874547360017194,"Secondary BA"
"Tauroursodeoxycholic Acid.Parabacteroides.distasonis.St_Abundance",-0.53881654231027,0.759037322278129,43,-0.709868311472614,0.481617820832624,"Tauroursodeoxycholic Acid","St_Abundance","Parabacteroides.distasonis",0.602678175796777,"Secondary BA"
"Tauroursodeoxycholic Acid.Bifidobacterium.animalis.St_Abundance",0.202780096137364,2.12229705079654,43,0.0955474616813213,0.924323895278571,"Tauroursodeoxycholic Acid","St_Abundance","Bifidobacterium.animalis",0.945015271487404,"Secondary BA"
"Tauroursodeoxycholic Acid.Parasutterella.excrementihominis.St_Abundance",0.87099334970207,1.43538402782874,43,0.60680161741774,0.54717330798594,"Tauroursodeoxycholic Acid","St_Abundance","Parasutterella.excrementihominis",0.657712337313692,"Secondary BA"
"Tauroursodeoxycholic Acid.Burkholderiales.bacterium.1_1_47.St_Abundance",0.733207808515601,1.48060726835751,43,0.495207489646444,0.62297487620949,"Tauroursodeoxycholic Acid","St_Abundance","Burkholderiales.bacterium.1_1_47",0.722806109007823,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptomyces.californicus.St_Abundance",4.73066460394533,14.7936859648527,43,0.319775924349388,0.750686774667702,"Tauroursodeoxycholic Acid","St_Abundance","Streptomyces.californicus",0.825518669427009,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.sp..MP111F6_2.St_Abundance",0.0272293294587188,1.53709347602002,43,0.01771481688233,0.985948303982924,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.sp..MP111F6_2",0.989769900201725,"Secondary BA"
"Tauroursodeoxycholic Acid.Parasutterella.excrementihominis.CAG.233.St_Abundance",-1.93382906341375,2.25190914708895,43,-0.858750925148828,0.395239887233642,"Tauroursodeoxycholic Acid","St_Abundance","Parasutterella.excrementihominis.CAG.233",0.522116030948199,"Secondary BA"
"Tauroursodeoxycholic Acid.Streptococcus.vestibularis.St_Abundance",-3.18835199642544,3.09901338127591,43,-1.02882808305679,0.309313110336871,"Tauroursodeoxycholic Acid","St_Abundance","Streptococcus.vestibularis",0.435149152599903,"Secondary BA"
"Tauroursodeoxycholic Acid.Clostridia.bacterium.UC5.1.1A9.St_Abundance",-1.25424061033595,3.22272509542291,43,-0.389186347950463,0.699059035416765,"Tauroursodeoxycholic Acid","St_Abundance","Clostridia.bacterium.UC5.1.1A9",0.786624862806269,"Secondary BA"
"Tauroursodeoxycholic Acid.X.Clostridium..lavalense.St_Abundance",-1.86611463099612,2.35446777148039,43,-0.792584487076152,0.432371254593803,"Tauroursodeoxycholic Acid","St_Abundance","X.Clostridium..lavalense",0.558099921643055,"Secondary BA"
"Ursodeoxycholic Acid.Bilophila.wadsworthia.St_Abundance",1.33875500971549,1.47623656874207,43,0.906870238864403,0.369529575082176,"Ursodeoxycholic Acid","St_Abundance","Bilophila.wadsworthia",0.496410657253249,"Secondary BA"
"Ursodeoxycholic Acid.Proteus.mirabilis.St_Abundance",-4.29358231832436,2.86128035610746,43,-1.50058078341034,0.140771640685769,"Ursodeoxycholic Acid","St_Abundance","Proteus.mirabilis",0.239498061622164,"Secondary BA"
"Ursodeoxycholic Acid.Escherichia.coli.St_Abundance",-1.12388874432401,0.606038217999996,43,-1.85448493336441,0.0705358408660627,"Ursodeoxycholic Acid","St_Abundance","Escherichia.coli",0.142087857328693,"Secondary BA"
"Ursodeoxycholic Acid.X.Clostridium..aldenense.St_Abundance",0.665023529526197,1.10964058596846,43,0.599314352715196,0.552108104552819,"Ursodeoxycholic Acid","St_Abundance","X.Clostridium..aldenense",0.661912269987648,"Secondary BA"
"Ursodeoxycholic Acid.X.Clostridium..clostridioforme.St_Abundance",1.86586619608049,1.24022675594564,43,1.50445568694236,0.139774451934272,"Ursodeoxycholic Acid","St_Abundance","X.Clostridium..clostridioforme",0.238323721474211,"Secondary BA"
"Ursodeoxycholic Acid.Morganella.morganii.St_Abundance",-3.44418670328268,2.31143362557915,43,-1.49006515487535,0.143506334493985,"Ursodeoxycholic Acid","St_Abundance","Morganella.morganii",0.243031264735469,"Secondary BA"
"Ursodeoxycholic Acid.Fusobacterium.nucleatum.St_Abundance",-2.52626824158544,1.41113663565889,43,-1.79023645035328,0.0804586159660708,"Ursodeoxycholic Acid","St_Abundance","Fusobacterium.nucleatum",0.15850224131509,"Secondary BA"
"Ursodeoxycholic Acid.Citrobacter.amalonaticus.St_Abundance",0.18841255484768,1.58599966789537,43,0.118797348235076,0.905989167068326,"Ursodeoxycholic Acid","St_Abundance","Citrobacter.amalonaticus",0.931465233115308,"Secondary BA"
"Ursodeoxycholic Acid.X.Clostridium..bolteae.St_Abundance",0.631565195525395,1.84459335159698,43,0.34238722316689,0.733727497489941,"Ursodeoxycholic Acid","St_Abundance","X.Clostridium..bolteae",0.813678493768156,"Secondary BA"
"Ursodeoxycholic Acid.Veillonella.parvula.St_Abundance",-1.59838653422299,1.31339133863031,43,-1.21699183420068,0.230244705592909,"Ursodeoxycholic Acid","St_Abundance","Veillonella.parvula",0.346727297104014,"Secondary BA"
"Ursodeoxycholic Acid.Lachnospiraceae.bacterium.CAG.364.St_Abundance",3.95125101622732,1.17987715953299,43,3.34886643435938,0.00169597635761786,"Ursodeoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.CAG.364",0.00647005927176636,"Secondary BA"
"Ursodeoxycholic Acid.Enterococcus.casseliflavus.St_Abundance",6.27339111685025,4.01313207102848,43,1.56321571426442,0.125332422652235,"Ursodeoxycholic Acid","St_Abundance","Enterococcus.casseliflavus",0.218702697368197,"Secondary BA"
"Ursodeoxycholic Acid.Flavonifractor.plautii.St_Abundance",2.48273992282719,2.28299649505538,43,1.08749178030033,0.282877793486915,"Ursodeoxycholic Acid","St_Abundance","Flavonifractor.plautii",0.408135928153395,"Secondary BA"
"Ursodeoxycholic Acid.Hungatella.sp..MP355B12.St_Abundance",0.0731741261398475,2.63424537380518,43,0.0277780220732237,0.977967717448633,"Ursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP355B12",0.984549750920271,"Secondary BA"
"Ursodeoxycholic Acid.Dialister.invisus.St_Abundance",0.550228048383412,3.69851135774229,43,0.148770138891581,0.882430532554953,"Ursodeoxycholic Acid","St_Abundance","Dialister.invisus",0.915450513773139,"Secondary BA"
"Ursodeoxycholic Acid.Hungatella.sp..MP68H3.St_Abundance",0.912153182691322,3.23089925697574,43,0.28232176559573,0.779051287415909,"Ursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP68H3",0.844147217092171,"Secondary BA"
"Ursodeoxycholic Acid.Hungatella.sp..MP42C12.St_Abundance",1.56675942040067,7.0301047730229,43,0.222864305865383,0.824696409699922,"Ursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42C12",0.875465804124427,"Secondary BA"
"Ursodeoxycholic Acid.Hungatella.sp..MP42A4.St_Abundance",-0.00562426454223628,1.77927715418342,43,-0.00316098283452499,0.997492524383984,"Ursodeoxycholic Acid","St_Abundance","Hungatella.sp..MP42A4",0.998268541596045,"Secondary BA"
"Ursodeoxycholic Acid.Bifidobacterium.dentium.St_Abundance",1.87636065031805,0.847630982804387,43,2.21365274321393,0.0322071650092973,"Ursodeoxycholic Acid","St_Abundance","Bifidobacterium.dentium",0.0743829390807182,"Secondary BA"
"Ursodeoxycholic Acid.Dialister.invisus.CAG.218.St_Abundance",-3.13877004693433,3.86830072409872,43,-0.811407972337942,0.421600283792703,"Ursodeoxycholic Acid","St_Abundance","Dialister.invisus.CAG.218",0.548157070013072,"Secondary BA"
"Ursodeoxycholic Acid.Klebsiella.pneumoniae.St_Abundance",-0.727353652709338,0.451183241788263,43,-1.61210254580041,0.114256256124405,"Ursodeoxycholic Acid","St_Abundance","Klebsiella.pneumoniae",0.203628772344742,"Secondary BA"
"Ursodeoxycholic Acid.X.Clostridium..spiroforme.St_Abundance",-11.2969105120883,10.0785508679396,43,-1.12088639131885,0.268557349348899,"Ursodeoxycholic Acid","St_Abundance","X.Clostridium..spiroforme",0.392671259607211,"Secondary BA"
"Ursodeoxycholic Acid.Campylobacter.curvus.St_Abundance",-5.33124884059959,2.43349310572711,43,-2.19078033467724,0.0339358297763236,"Ursodeoxycholic Acid","St_Abundance","Campylobacter.curvus",0.0775331775443005,"Secondary BA"
"Ursodeoxycholic Acid.Ruthenibacterium.lactatiformans.St_Abundance",0.0901151145509887,4.09895607950765,43,0.0219848939103082,0.982561709910664,"Ursodeoxycholic Acid","St_Abundance","Ruthenibacterium.lactatiformans",0.987628835465759,"Secondary BA"
"Ursodeoxycholic Acid.Hungatella.hathewayi.St_Abundance",0.619692710020701,1.15110682885412,43,0.538345090557387,0.59311480611034,"Ursodeoxycholic Acid","St_Abundance","Hungatella.hathewayi",0.697162312421625,"Secondary BA"
"Ursodeoxycholic Acid.Ruminococcaceae.bacterium.cv2.St_Abundance",6.49120770300646,4.6589806256137,43,1.39326780354478,0.170699693685431,"Ursodeoxycholic Acid","St_Abundance","Ruminococcaceae.bacterium.cv2",0.277538025729194,"Secondary BA"
"Ursodeoxycholic Acid.Enterococcus.faecium.St_Abundance",4.2601601085021,2.55492830262196,43,1.6674284378666,0.102697267929632,"Ursodeoxycholic Acid","St_Abundance","Enterococcus.faecium",0.187655916853237,"Secondary BA"
"Ursodeoxycholic Acid.Ruthenibacterium.sp..VE800.03.St_Abundance",5.57956008624932,4.22883661016397,43,1.31940781841486,0.194015330233637,"Ursodeoxycholic Acid","St_Abundance","Ruthenibacterium.sp..VE800.03",0.306761702080323,"Secondary BA"
"Ursodeoxycholic Acid.Citrobacter.freundii.St_Abundance",-2.55994136603118,1.20095948487616,43,-2.13158012261767,0.038796724319317,"Ursodeoxycholic Acid","St_Abundance","Citrobacter.freundii",0.0866761135192244,"Secondary BA"
"Ursodeoxycholic Acid.Subdoligranulum.sp..MP158A7.St_Abundance",-0.87659296343413,4.44946374969313,43,-0.197010923730885,0.844747262388428,"Ursodeoxycholic Acid","St_Abundance","Subdoligranulum.sp..MP158A7",0.889994167351739,"Secondary BA"
"Ursodeoxycholic Acid.Lactococcus.lactis.St_Abundance",-5.27239585780011,5.9429588593408,43,-0.887166810773602,0.379924443932421,"Ursodeoxycholic Acid","St_Abundance","Lactococcus.lactis",0.506986311903181,"Secondary BA"
"Ursodeoxycholic Acid.Lactobacillus.paragasseri.St_Abundance",-0.920264448805916,3.22147486731777,43,-0.285665568321548,0.77650591209611,"Ursodeoxycholic Acid","St_Abundance","Lactobacillus.paragasseri",0.842666783634584,"Secondary BA"
"Ursodeoxycholic Acid.Erysipelatoclostridium.sp..MP572A05.St_Abundance",0.307814309647831,6.23291192319345,43,0.0493853135486184,0.960840915487373,"Ursodeoxycholic Acid","St_Abundance","Erysipelatoclostridium.sp..MP572A05",0.97324862494721,"Secondary BA"
"Ursodeoxycholic Acid.Enterobacter.cloacae.St_Abundance",-4.19808041410759,1.57023641943635,43,-2.67353397370222,0.0105662837542303,"Ursodeoxycholic Acid","St_Abundance","Enterobacter.cloacae",0.0295745592285506,"Secondary BA"
"Ursodeoxycholic Acid.Romboutsia.sp..MP232A8.St_Abundance",-12.3055424094269,5.89983716893462,43,-2.08574271748063,0.0429709465574128,"Ursodeoxycholic Acid","St_Abundance","Romboutsia.sp..MP232A8",0.0940670624600944,"Secondary BA"
"Ursodeoxycholic Acid.Faecalibacterium.prausnitzii.St_Abundance",0.493364778197312,2.09417013606372,43,0.235589635102265,0.814869582980991,"Ursodeoxycholic Acid","St_Abundance","Faecalibacterium.prausnitzii",0.867755158565188,"Secondary BA"
"Ursodeoxycholic Acid.Streptococcus.salivarius.St_Abundance",1.12807704794053,3.9883980519274,43,0.282839634673721,0.778656912853713,"Ursodeoxycholic Acid","St_Abundance","Streptococcus.salivarius",0.844004257410698,"Secondary BA"
"Ursodeoxycholic Acid.Klebsiella.oxytoca.St_Abundance",-1.6654198473201,0.644379078836222,43,-2.58453432462135,0.0132289253753449,"Ursodeoxycholic Acid","St_Abundance","Klebsiella.oxytoca",0.0355869711477284,"Secondary BA"
"Ursodeoxycholic Acid.Streptococcus.thermophilus.St_Abundance",1.6936796951002,1.74156729507057,43,0.972503158444746,0.336239405050411,"Ursodeoxycholic Acid","St_Abundance","Streptococcus.thermophilus",0.462311212758496,"Secondary BA"
"Ursodeoxycholic Acid.Lactobacillus.rhamnosus.St_Abundance",-4.32807988162614,0.990348702545862,43,-4.37025854681292,7.71523804141882e-05,"Ursodeoxycholic Acid","St_Abundance","Lactobacillus.rhamnosus",0.000393844532400046,"Secondary BA"
"Ursodeoxycholic Acid.Actinomyces.graevenitzii.St_Abundance",-51.466947316712,23.8750721075381,43,-2.15567714664461,0.0367486767368475,"Ursodeoxycholic Acid","St_Abundance","Actinomyces.graevenitzii",0.0831823304177935,"Secondary BA"
"Ursodeoxycholic Acid.Actinomyces.sp..HPA0247.St_Abundance",0.221340110470042,10.3199216729202,43,0.0214478479086566,0.982987624008433,"Ursodeoxycholic Acid","St_Abundance","Actinomyces.sp..HPA0247",0.987757583474986,"Secondary BA"
"Ursodeoxycholic Acid.Actinomyces.oris.St_Abundance",-25.5691124811627,16.7034273719679,43,-1.53077041685908,0.133150580769343,"Ursodeoxycholic Acid","St_Abundance","Actinomyces.oris",0.229113037856718,"Secondary BA"
"Ursodeoxycholic Acid.Actinomyces.naeslundii.St_Abundance",-17.5089189681411,13.393116800086,43,-1.30730727055473,0.198055879041868,"Ursodeoxycholic Acid","St_Abundance","Actinomyces.naeslundii",0.311389736982962,"Secondary BA"
"Ursodeoxycholic Acid.Saccharomyces.cerevisiae.St_Abundance",12.1311133857236,10.6462429444129,43,1.13947365742672,0.260813577572702,"Ursodeoxycholic Acid","St_Abundance","Saccharomyces.cerevisiae",0.383364966480467,"Secondary BA"
"Ursodeoxycholic Acid.Rothia.mucilaginosa.St_Abundance",-20.177292876373,9.99307537907881,43,-2.01912745686033,0.0497360653940517,"Ursodeoxycholic Acid","St_Abundance","Rothia.mucilaginosa",0.106385890460439,"Secondary BA"
"Ursodeoxycholic Acid.Clostridium.sp..C105KSO14.St_Abundance",-0.490824217810722,2.20786875542257,43,-0.222306790929147,0.825127600563641,"Ursodeoxycholic Acid","St_Abundance","Clostridium.sp..C105KSO14",0.875712189368876,"Secondary BA"
"Ursodeoxycholic Acid.Roseburia.intestinalis.St_Abundance",1.22402740440018,1.41066839419445,43,0.867693222190005,0.390379044314676,"Ursodeoxycholic Acid","St_Abundance","Roseburia.intestinalis",0.517501651490519,"Secondary BA"
"Ursodeoxycholic Acid.Blautia.sp..VE303.05.St_Abundance",3.13218325731877,0.796670862034925,43,3.9315900788919,0.000302233789386079,"Ursodeoxycholic Acid","St_Abundance","Blautia.sp..VE303.05",0.00134251915285308,"Secondary BA"
"Ursodeoxycholic Acid.Anaerotruncus.colihominis.St_Abundance",5.33008550425014,6.09505995703217,43,0.874492710789589,0.386708268224204,"Ursodeoxycholic Acid","St_Abundance","Anaerotruncus.colihominis",0.514331592476857,"Secondary BA"
"Ursodeoxycholic Acid.Eggerthella.lenta.St_Abundance",6.6044778138416,5.31076391391566,43,1.24360222387895,0.220383425353362,"Ursodeoxycholic Acid","St_Abundance","Eggerthella.lenta",0.336619850836577,"Secondary BA"
"Ursodeoxycholic Acid.Roseburia.inulinivorans.St_Abundance",2.72724374186518,3.14387257541105,43,0.86747909670245,0.39049499720071,"Ursodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans",0.51750367313015,"Secondary BA"
"Ursodeoxycholic Acid.Roseburia.intestinalis.CAG.13.St_Abundance",0.583777014870463,2.44180955058635,43,0.239075571938148,0.812182833550927,"Ursodeoxycholic Acid","St_Abundance","Roseburia.intestinalis.CAG.13",0.866472049328174,"Secondary BA"
"Ursodeoxycholic Acid.X.Clostridium..symbiosum.St_Abundance",1.57240551378302,0.869860285019447,43,1.80765295400039,0.0776590767800244,"Ursodeoxycholic Acid","St_Abundance","X.Clostridium..symbiosum",0.153693286722805,"Secondary BA"
"Ursodeoxycholic Acid.Clostridioides.difficile.St_Abundance",0.491574461472482,1.02246090902964,43,0.480775799965798,0.633113114752567,"Ursodeoxycholic Acid","St_Abundance","Clostridioides.difficile",0.732012143463691,"Secondary BA"
"Ursodeoxycholic Acid.Blautia.producta.St_Abundance",1.96863537620231,2.15385830917944,43,0.914004123582441,0.365811521452238,"Ursodeoxycholic Acid","St_Abundance","Blautia.producta",0.493135031034878,"Secondary BA"
"Ursodeoxycholic Acid.Actinomyces.sp..ICM47.St_Abundance",-22.0992540491806,15.557918959703,43,-1.42045051824865,0.162687371917956,"Ursodeoxycholic Acid","St_Abundance","Actinomyces.sp..ICM47",0.267212762047062,"Secondary BA"
"Ursodeoxycholic Acid.Blautia.coccoides.St_Abundance",1.51281609329986,2.17262710490382,43,0.696307290784182,0.489983349298103,"Ursodeoxycholic Acid","St_Abundance","Blautia.coccoides",0.609389878583835,"Secondary BA"
"Ursodeoxycholic Acid.Lachnoclostridium.sp..MP625H6_ig1.St_Abundance",2.29035410121466,7.2220555618408,43,0.317133270659978,0.752677210745606,"Ursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H6_ig1",0.826852232197393,"Secondary BA"
"Ursodeoxycholic Acid.Lachnoclostridium.sp..MP403G7.St_Abundance",-0.509399520807572,6.59849290553069,43,-0.077199373872268,0.938823041156719,"Ursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP403G7",0.95515814627017,"Secondary BA"
"Ursodeoxycholic Acid.Lachnospiraceae.bacterium.7_1_58FAA.St_Abundance",0.1901877610263,1.05532456309598,43,0.180217316716623,0.857828620280986,"Ursodeoxycholic Acid","St_Abundance","Lachnospiraceae.bacterium.7_1_58FAA",0.89935675397674,"Secondary BA"
"Ursodeoxycholic Acid.Roseburia.inulinivorans.CAG.15.St_Abundance",2.00348718850992,3.38695697609133,43,0.591530156022832,0.557262483589894,"Ursodeoxycholic Acid","St_Abundance","Roseburia.inulinivorans.CAG.15",0.665823555847059,"Secondary BA"
"Ursodeoxycholic Acid.Lachnoclostridium.sp..MP625H7_ig1.St_Abundance",0.0807486813149838,3.5212318086329,43,0.0229319413499033,0.981810649332177,"Ursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..MP625H7_ig1",0.987182444349627,"Secondary BA"
"Ursodeoxycholic Acid.Anaeromassilibacillus.sp..An250.St_Abundance",0.923770480832376,4.1138388072938,43,0.224551938980822,0.823391501842945,"Ursodeoxycholic Acid","St_Abundance","Anaeromassilibacillus.sp..An250",0.87465799171822,"Secondary BA"
"Ursodeoxycholic Acid.Absiella.sp..VE303.07.St_Abundance",1.8853692137271,0.953438841195679,43,1.97744116587774,0.0544246522529762,"Ursodeoxycholic Acid","St_Abundance","Absiella.sp..VE303.07",0.114361111823307,"Secondary BA"
"Ursodeoxycholic Acid.Lachnoclostridium.sp..VE303.01.St_Abundance",0.588881356993297,2.88537130378405,43,0.204092054364373,0.839244455827874,"Ursodeoxycholic Acid","St_Abundance","Lachnoclostridium.sp..VE303.01",0.886083443841905,"Secondary BA"
"Ursodeoxycholic Acid.Tyzzerella.sp..MP10F1re.St_Abundance",2.10557717690788,1.06703349204471,43,1.97329998786922,0.0549106317879803,"Ursodeoxycholic Acid","St_Abundance","Tyzzerella.sp..MP10F1re",0.115194123829188,"Secondary BA"
